PassengerId,Survived,Pclass,SibSp,Parch,Fare,Survived2,Sex,Deck,Seat,MV_Deck,Embarked,Age2,Age3,MV_Age,Age_Category,Title,Age2_1digito,Family_Size,Age_Inf,Age2_Outlier_ZS,Age3_Outlier_ZS,Age_Inf_Outlier_ZS,Fare_Outlier_ZS,Age2_Outlier_IQR,Age3_Outlier_IQR,Age_Inf_Outlier_IQR,Fare_Outlier_IQR
157,1.0,3,0,0,8.0,Survived,female,M,6,1,Q,16.0,16.0,0,Teenager,3,2,1,16.0,16.0,16.0,16.0,8.0,16.0,16.0,16.0,8.0
158,0.0,3,0,0,8.0,Died,male,M,6,1,S,30.0,30.0,0,Adult,1,3,1,30.0,30.0,30.0,30.0,8.0,30.0,30.0,30.0,8.0
159,0.0,3,0,0,9.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,28.0,28.0,28.0,28.0,9.0,28.0,28.0,28.0,9.0
160,0.0,3,8,2,70.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,2,3,11,14.0,28.0,28.0,14.0,70.0,28.0,28.0,14.0,65.0
161,0.0,3,0,1,16.0,Died,male,M,6,1,S,44.0,44.0,0,Middle_Aged,1,4,2,44.0,44.0,44.0,44.0,16.0,44.0,44.0,44.0,16.0
162,1.0,2,0,0,16.0,Survived,female,M,6,1,S,40.0,40.0,0,Middle_Aged,4,4,1,40.0,40.0,40.0,40.0,16.0,40.0,40.0,40.0,16.0
163,0.0,3,0,0,8.0,Died,male,M,6,1,S,26.0,26.0,0,Adult,1,3,1,26.0,26.0,26.0,26.0,8.0,26.0,26.0,26.0,8.0
164,0.0,3,0,0,9.0,Died,male,M,6,1,S,17.0,17.0,0,Teenager,1,2,1,17.0,17.0,17.0,17.0,9.0,17.0,17.0,17.0,9.0
165,0.0,3,4,1,40.0,Died,male,M,6,1,S,1.0,1.0,0,Baby,2,0,6,1.0,1.0,1.0,1.0,40.0,3.0,3.0,1.0,40.0
166,1.0,3,0,2,21.0,Survived,male,M,6,1,S,9.0,9.0,0,Child,2,1,3,9.0,9.0,9.0,9.0,21.0,9.0,9.0,9.0,21.0
167,1.0,1,0,1,55.0,Survived,female,E,33,0,S,28.0,27.0,1,Adult,4,3,2,44.0,28.0,27.0,44.0,55.0,28.0,27.0,44.0,55.0
168,0.0,3,1,4,28.0,Died,female,M,6,1,S,45.0,45.0,0,Middle_Aged,4,4,6,45.0,45.0,45.0,45.0,28.0,45.0,45.0,45.0,28.0
169,0.0,1,0,0,26.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,41.0,28.0,28.0,41.0,26.0,28.0,28.0,41.0,26.0
170,0.0,3,0,0,56.0,Died,male,M,6,1,S,28.0,28.0,0,Adult,1,3,1,28.0,28.0,28.0,28.0,56.0,28.0,28.0,28.0,56.0
171,0.0,1,0,0,34.0,Died,male,B,19,0,S,61.0,61.0,0,Old,1,6,1,61.0,61.0,61.0,61.0,34.0,54.0,54.0,59.0,34.0
172,0.0,3,4,1,29.0,Died,male,M,6,1,Q,4.0,4.0,0,Toddler,2,0,6,4.0,4.0,4.0,4.0,29.0,4.0,4.0,4.0,29.0
173,1.0,3,1,1,11.0,Survived,female,M,6,1,S,1.0,1.0,0,Baby,3,0,3,1.0,1.0,1.0,1.0,11.0,3.0,3.0,1.0,11.0
174,0.0,3,0,0,8.0,Died,male,M,6,1,S,21.0,21.0,0,Adult,1,2,1,21.0,21.0,21.0,21.0,8.0,21.0,21.0,21.0,8.0
175,0.0,1,0,0,31.0,Died,male,A,7,0,C,56.0,56.0,0,Senior_Citizen,1,6,1,56.0,56.0,56.0,56.0,31.0,54.0,54.0,56.0,31.0
176,0.0,3,1,1,8.0,Died,male,M,6,1,S,18.0,18.0,0,Teenager,1,2,3,18.0,18.0,18.0,18.0,8.0,18.0,18.0,18.0,8.0
177,0.0,3,3,1,25.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,2,3,5,4.0,28.0,28.0,4.0,25.0,28.0,28.0,4.0,25.0
178,0.0,1,0,0,29.0,Died,female,C,49,0,C,50.0,50.0,0,Middle_Aged,3,5,1,50.0,50.0,50.0,50.0,29.0,50.0,50.0,50.0,29.0
179,0.0,2,0,0,13.0,Died,male,M,6,1,S,30.0,30.0,0,Adult,1,3,1,30.0,30.0,30.0,30.0,13.0,30.0,30.0,30.0,13.0
180,0.0,3,0,0,0.0,Died,male,M,6,1,S,36.0,36.0,0,Middle_Aged,1,4,1,36.0,36.0,36.0,36.0,0.0,36.0,36.0,36.0,0.0
181,0.0,3,8,2,70.0,Died,female,M,6,1,S,28.0,27.0,1,Adult,3,3,11,24.0,28.0,27.0,24.0,70.0,28.0,27.0,24.0,65.0
182,0.0,2,0,0,15.0,Died,male,M,6,1,C,28.0,28.0,1,Adult,1,3,1,30.0,28.0,28.0,30.0,15.0,28.0,28.0,30.0,15.0
183,0.0,3,4,2,31.0,Died,male,M,6,1,S,9.0,9.0,0,Child,2,1,7,9.0,9.0,9.0,9.0,31.0,9.0,9.0,9.0,31.0
184,1.0,2,2,1,39.0,Survived,male,F,4,0,S,1.0,1.0,0,Baby,2,0,4,1.0,1.0,1.0,1.0,39.0,3.0,3.0,1.0,39.0
185,1.0,3,0,2,22.0,Survived,female,M,6,1,S,4.0,4.0,0,Toddler,3,0,3,4.0,4.0,4.0,4.0,22.0,4.0,4.0,4.0,22.0
186,0.0,1,0,0,50.0,Died,male,A,32,0,S,28.0,28.0,1,Adult,1,3,1,44.0,28.0,28.0,44.0,50.0,28.0,28.0,44.0,50.0
187,1.0,3,1,0,16.0,Survived,female,M,6,1,Q,28.0,27.0,1,Adult,4,3,2,34.0,28.0,27.0,34.0,16.0,28.0,27.0,34.0,16.0
188,1.0,1,0,0,27.0,Survived,male,M,6,1,S,45.0,45.0,0,Middle_Aged,1,4,1,45.0,45.0,45.0,45.0,27.0,45.0,45.0,45.0,27.0
189,0.0,3,1,1,16.0,Died,male,M,6,1,Q,40.0,40.0,0,Middle_Aged,1,4,3,40.0,40.0,40.0,40.0,16.0,40.0,40.0,40.0,16.0
190,0.0,3,0,0,8.0,Died,male,M,6,1,S,36.0,36.0,0,Middle_Aged,1,4,1,36.0,36.0,36.0,36.0,8.0,36.0,36.0,36.0,8.0
191,1.0,2,0,0,13.0,Survived,female,M,6,1,S,32.0,32.0,0,Middle_Aged,4,3,1,32.0,32.0,32.0,32.0,13.0,32.0,32.0,32.0,13.0
192,0.0,2,0,0,13.0,Died,male,M,6,1,S,19.0,19.0,0,Teenager,1,2,1,19.0,19.0,19.0,19.0,13.0,19.0,19.0,19.0,13.0
193,1.0,3,1,0,8.0,Survived,female,M,6,1,S,19.0,19.0,0,Teenager,3,2,2,19.0,19.0,19.0,19.0,8.0,19.0,19.0,19.0,8.0
194,1.0,2,1,1,26.0,Survived,male,F,2,0,S,3.0,3.0,0,Toddler,2,0,3,3.0,3.0,3.0,3.0,26.0,3.0,3.0,3.0,26.0
195,1.0,1,0,0,28.0,Survived,female,B,4,0,C,44.0,44.0,0,Middle_Aged,4,4,1,44.0,44.0,44.0,44.0,28.0,44.0,44.0,44.0,28.0
196,1.0,1,0,0,147.0,Survived,female,B,80,0,C,58.0,58.0,0,Senior_Citizen,3,6,1,58.0,58.0,58.0,58.0,147.0,54.0,54.0,58.0,65.0
197,0.0,3,0,0,8.0,Died,male,M,6,1,Q,28.0,28.0,1,Adult,1,3,1,33.0,28.0,28.0,33.0,8.0,28.0,28.0,33.0,8.0
198,0.0,3,0,1,8.0,Died,male,M,6,1,S,42.0,42.0,0,Middle_Aged,1,4,2,42.0,42.0,42.0,42.0,8.0,42.0,42.0,42.0,8.0
199,1.0,3,0,0,8.0,Survived,female,M,6,1,Q,28.0,27.0,1,Adult,3,3,1,23.0,28.0,27.0,23.0,8.0,28.0,27.0,23.0,8.0
200,0.0,2,0,0,13.0,Died,female,M,6,1,S,24.0,24.0,0,Adult,3,2,1,24.0,24.0,24.0,24.0,13.0,24.0,24.0,24.0,13.0
201,0.0,3,0,0,10.0,Died,male,M,6,1,S,28.0,28.0,0,Adult,1,3,1,28.0,28.0,28.0,28.0,10.0,28.0,28.0,28.0,10.0
202,0.0,3,8,2,70.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,11,22.0,28.0,28.0,22.0,70.0,28.0,28.0,22.0,65.0
203,0.0,3,0,0,6.0,Died,male,M,6,1,S,34.0,34.0,0,Middle_Aged,1,3,1,34.0,34.0,34.0,34.0,6.0,34.0,34.0,34.0,6.0
204,0.0,3,0,0,7.0,Died,male,M,6,1,C,46.0,46.0,0,Middle_Aged,1,5,1,46.0,46.0,46.0,46.0,7.0,46.0,46.0,46.0,7.0
205,1.0,3,0,0,8.0,Survived,male,M,6,1,S,18.0,18.0,0,Teenager,1,2,1,18.0,18.0,18.0,18.0,8.0,18.0,18.0,18.0,8.0
206,0.0,3,0,1,10.0,Died,female,G,6,0,S,2.0,2.0,0,Toddler,3,0,2,2.0,2.0,2.0,2.0,10.0,3.0,3.0,2.0,10.0
207,0.0,3,1,0,16.0,Died,male,M,6,1,S,32.0,32.0,0,Middle_Aged,1,3,2,32.0,32.0,32.0,32.0,16.0,32.0,32.0,32.0,16.0
208,1.0,3,0,0,19.0,Survived,male,M,6,1,C,26.0,26.0,0,Adult,1,3,1,26.0,26.0,26.0,26.0,19.0,26.0,26.0,26.0,19.0
209,1.0,3,0,0,8.0,Survived,female,M,6,1,Q,16.0,16.0,0,Teenager,3,2,1,16.0,16.0,16.0,16.0,8.0,16.0,16.0,16.0,8.0
210,1.0,1,0,0,31.0,Survived,male,A,31,0,C,40.0,40.0,0,Middle_Aged,1,4,1,40.0,40.0,40.0,40.0,31.0,40.0,40.0,40.0,31.0
211,0.0,3,0,0,7.0,Died,male,M,6,1,S,24.0,24.0,0,Adult,1,2,1,24.0,24.0,24.0,24.0,7.0,24.0,24.0,24.0,7.0
212,1.0,2,0,0,21.0,Survived,female,M,6,1,S,35.0,35.0,0,Middle_Aged,3,4,1,35.0,35.0,35.0,35.0,21.0,35.0,35.0,35.0,21.0
213,0.0,3,0,0,7.0,Died,male,M,6,1,S,22.0,22.0,0,Adult,1,2,1,22.0,22.0,22.0,22.0,7.0,22.0,22.0,22.0,7.0
214,0.0,2,0,0,13.0,Died,male,M,6,1,S,30.0,30.0,0,Adult,1,3,1,30.0,30.0,30.0,30.0,13.0,30.0,30.0,30.0,13.0
215,0.0,3,1,0,8.0,Died,male,M,6,1,Q,28.0,28.0,1,Adult,1,3,2,35.0,28.0,28.0,35.0,8.0,28.0,28.0,35.0,8.0
216,1.0,1,1,0,113.0,Survived,female,D,36,0,C,31.0,31.0,0,Middle_Aged,3,3,2,31.0,31.0,31.0,31.0,113.0,31.0,31.0,31.0,65.0
217,1.0,3,0,0,8.0,Survived,female,M,6,1,S,27.0,27.0,0,Adult,3,3,1,27.0,27.0,27.0,27.0,8.0,27.0,27.0,27.0,8.0
218,0.0,2,1,0,27.0,Died,male,M,6,1,S,42.0,42.0,0,Middle_Aged,1,4,2,42.0,42.0,42.0,42.0,27.0,42.0,42.0,42.0,27.0
219,1.0,1,0,0,76.0,Survived,female,D,15,0,C,32.0,32.0,0,Middle_Aged,3,3,1,32.0,32.0,32.0,32.0,76.0,32.0,32.0,32.0,65.0
220,0.0,2,0,0,10.0,Died,male,M,6,1,S,30.0,30.0,0,Adult,1,3,1,30.0,30.0,30.0,30.0,10.0,30.0,30.0,30.0,10.0
221,1.0,3,0,0,8.0,Survived,male,M,6,1,S,16.0,16.0,0,Teenager,1,2,1,16.0,16.0,16.0,16.0,8.0,16.0,16.0,16.0,8.0
222,0.0,2,0,0,13.0,Died,male,M,6,1,S,27.0,27.0,0,Adult,1,3,1,27.0,27.0,27.0,27.0,13.0,27.0,27.0,27.0,13.0
223,0.0,3,0,0,8.0,Died,male,M,6,1,S,51.0,51.0,0,Senior_Citizen,1,5,1,51.0,51.0,51.0,51.0,8.0,51.0,51.0,51.0,8.0
224,0.0,3,0,0,8.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,28.0,28.0,28.0,28.0,8.0,28.0,28.0,28.0,8.0
225,1.0,1,1,0,90.0,Survived,male,C,93,0,S,38.0,38.0,0,Middle_Aged,1,4,2,38.0,38.0,38.0,38.0,90.0,38.0,38.0,38.0,65.0
226,0.0,3,0,0,9.0,Died,male,M,6,1,S,22.0,22.0,0,Adult,1,2,1,22.0,22.0,22.0,22.0,9.0,22.0,22.0,22.0,9.0
227,1.0,2,0,0,10.0,Survived,male,M,6,1,S,19.0,19.0,0,Teenager,1,2,1,19.0,19.0,19.0,19.0,10.0,19.0,19.0,19.0,10.0
228,0.0,3,0,0,7.0,Died,male,M,6,1,S,20.0,20.0,0,Adult,1,2,1,20.0,20.0,20.0,20.0,7.0,20.0,20.0,20.0,7.0
229,0.0,2,0,0,13.0,Died,male,M,6,1,S,18.0,18.0,0,Teenager,1,2,1,18.0,18.0,18.0,18.0,13.0,18.0,18.0,18.0,13.0
230,0.0,3,3,1,25.0,Died,female,M,6,1,S,28.0,27.0,1,Adult,3,3,5,6.0,28.0,27.0,6.0,25.0,28.0,27.0,6.0,25.0
231,1.0,1,1,0,83.0,Survived,female,C,83,0,S,35.0,35.0,0,Middle_Aged,4,4,2,35.0,35.0,35.0,35.0,83.0,35.0,35.0,35.0,65.0
232,0.0,3,0,0,8.0,Died,male,M,6,1,S,29.0,29.0,0,Adult,1,3,1,29.0,29.0,29.0,29.0,8.0,29.0,29.0,29.0,8.0
233,0.0,2,0,0,14.0,Died,male,M,6,1,S,59.0,59.0,0,Senior_Citizen,1,6,1,59.0,59.0,59.0,59.0,14.0,54.0,54.0,59.0,14.0
234,1.0,3,4,2,31.0,Survived,female,M,6,1,S,5.0,5.0,0,Child,3,0,7,5.0,5.0,5.0,5.0,31.0,5.0,5.0,5.0,31.0
235,0.0,2,0,0,10.0,Died,male,M,6,1,S,24.0,24.0,0,Adult,1,2,1,24.0,24.0,24.0,24.0,10.0,24.0,24.0,24.0,10.0
236,0.0,3,0,0,8.0,Died,female,M,6,1,S,28.0,27.0,1,Adult,3,3,1,23.0,28.0,27.0,23.0,8.0,28.0,27.0,23.0,8.0
237,0.0,2,1,0,26.0,Died,male,M,6,1,S,44.0,44.0,0,Middle_Aged,1,4,2,44.0,44.0,44.0,44.0,26.0,44.0,44.0,44.0,26.0
238,1.0,2,0,2,26.0,Survived,female,M,6,1,S,8.0,8.0,0,Child,3,1,3,8.0,8.0,8.0,8.0,26.0,8.0,8.0,8.0,26.0
239,0.0,2,0,0,10.0,Died,male,M,6,1,S,19.0,19.0,0,Teenager,1,2,1,19.0,19.0,19.0,19.0,10.0,19.0,19.0,19.0,10.0
240,0.0,2,0,0,12.0,Died,male,M,6,1,S,33.0,33.0,0,Middle_Aged,1,3,1,33.0,33.0,33.0,33.0,12.0,33.0,33.0,33.0,12.0
241,0.0,3,1,0,14.0,Died,female,M,6,1,C,28.0,27.0,1,Adult,3,3,2,17.0,28.0,27.0,17.0,14.0,28.0,27.0,17.0,14.0
242,1.0,3,1,0,16.0,Survived,female,M,6,1,Q,28.0,27.0,1,Adult,3,3,2,24.0,28.0,27.0,24.0,16.0,28.0,27.0,24.0,16.0
243,0.0,2,0,0,10.0,Died,male,M,6,1,S,29.0,29.0,0,Adult,1,3,1,29.0,29.0,29.0,29.0,10.0,29.0,29.0,29.0,10.0
244,0.0,3,0,0,7.0,Died,male,M,6,1,S,22.0,22.0,0,Adult,1,2,1,22.0,22.0,22.0,22.0,7.0,22.0,22.0,22.0,7.0
245,0.0,3,0,0,7.0,Died,male,M,6,1,C,30.0,30.0,0,Adult,1,3,1,30.0,30.0,30.0,30.0,7.0,30.0,30.0,30.0,7.0
246,0.0,1,2,0,90.0,Died,male,C,78,0,Q,44.0,44.0,0,Middle_Aged,6,4,3,44.0,44.0,44.0,44.0,90.0,44.0,44.0,44.0,65.0
247,0.0,3,0,0,8.0,Died,female,M,6,1,S,25.0,25.0,0,Adult,3,2,1,25.0,25.0,25.0,25.0,8.0,25.0,25.0,25.0,8.0
248,1.0,2,0,2,14.0,Survived,female,M,6,1,S,24.0,24.0,0,Adult,4,2,3,24.0,24.0,24.0,24.0,14.0,24.0,24.0,24.0,14.0
249,1.0,1,1,1,53.0,Survived,male,D,35,0,S,37.0,37.0,0,Middle_Aged,1,4,3,37.0,37.0,37.0,37.0,53.0,37.0,37.0,37.0,53.0
250,0.0,2,1,0,26.0,Died,male,M,6,1,S,54.0,54.0,0,Senior_Citizen,6,5,2,54.0,54.0,54.0,54.0,26.0,54.0,54.0,54.0,26.0
251,0.0,3,0,0,7.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,28.0,28.0,28.0,28.0,7.0,28.0,28.0,28.0,7.0
252,0.0,3,1,1,10.0,Died,female,G,6,0,S,29.0,29.0,0,Adult,4,3,3,29.0,29.0,29.0,29.0,10.0,29.0,29.0,29.0,10.0
253,0.0,1,0,0,27.0,Died,male,C,87,0,S,62.0,62.0,0,Old,1,6,1,62.0,62.0,62.0,62.0,27.0,54.0,54.0,59.0,27.0
254,0.0,3,1,0,16.0,Died,male,M,6,1,S,30.0,30.0,0,Adult,1,3,2,30.0,30.0,30.0,30.0,16.0,30.0,30.0,30.0,16.0
255,0.0,3,0,2,20.0,Died,female,M,6,1,S,41.0,41.0,0,Middle_Aged,4,4,3,41.0,41.0,41.0,41.0,20.0,41.0,41.0,41.0,20.0
256,1.0,3,0,2,15.0,Survived,female,M,6,1,C,29.0,29.0,0,Adult,4,3,3,29.0,29.0,29.0,29.0,15.0,29.0,29.0,29.0,15.0
257,1.0,1,0,0,79.0,Survived,female,M,6,1,C,28.0,27.0,1,Adult,4,3,1,61.0,28.0,27.0,61.0,79.0,28.0,27.0,59.0,65.0
258,1.0,1,0,0,86.0,Survived,female,B,77,0,S,30.0,30.0,0,Adult,3,3,1,30.0,30.0,30.0,30.0,86.0,30.0,30.0,30.0,65.0
259,1.0,1,0,0,512.0,Survived,female,M,6,1,C,35.0,35.0,0,Middle_Aged,3,4,1,35.0,35.0,35.0,35.0,165.0,35.0,35.0,35.0,65.0
260,1.0,2,0,1,26.0,Survived,female,M,6,1,S,50.0,50.0,0,Middle_Aged,4,5,2,50.0,50.0,50.0,50.0,26.0,50.0,50.0,50.0,26.0
261,0.0,3,0,0,8.0,Died,male,M,6,1,Q,28.0,28.0,1,Adult,1,3,1,33.0,28.0,28.0,33.0,8.0,28.0,28.0,33.0,8.0
262,1.0,3,4,2,31.0,Survived,male,M,6,1,S,3.0,3.0,0,Toddler,2,0,7,3.0,3.0,3.0,3.0,31.0,3.0,3.0,3.0,31.0
263,0.0,1,1,1,80.0,Died,male,E,67,0,S,52.0,52.0,0,Senior_Citizen,1,5,3,52.0,52.0,52.0,52.0,80.0,52.0,52.0,52.0,65.0
264,0.0,1,0,0,0.0,Died,male,B,94,0,S,40.0,40.0,0,Middle_Aged,1,4,1,40.0,40.0,40.0,40.0,0.0,40.0,40.0,40.0,0.0
265,0.0,3,0,0,8.0,Died,female,M,6,1,Q,28.0,27.0,1,Adult,3,3,1,23.0,28.0,27.0,23.0,8.0,28.0,27.0,23.0,8.0
266,0.0,2,0,0,10.0,Died,male,M,6,1,S,36.0,36.0,0,Middle_Aged,1,4,1,36.0,36.0,36.0,36.0,10.0,36.0,36.0,36.0,10.0
267,0.0,3,4,1,40.0,Died,male,M,6,1,S,16.0,16.0,0,Teenager,1,2,6,16.0,16.0,16.0,16.0,40.0,16.0,16.0,16.0,40.0
268,1.0,3,1,0,8.0,Survived,male,M,6,1,S,25.0,25.0,0,Adult,1,2,2,25.0,25.0,25.0,25.0,8.0,25.0,25.0,25.0,8.0
269,1.0,1,0,1,153.0,Survived,female,C,125,0,S,58.0,58.0,0,Senior_Citizen,4,6,2,58.0,58.0,58.0,58.0,153.0,54.0,54.0,58.0,65.0
270,1.0,1,0,0,136.0,Survived,female,C,99,0,S,35.0,35.0,0,Middle_Aged,3,4,1,35.0,35.0,35.0,35.0,136.0,35.0,35.0,35.0,65.0
271,0.0,1,0,0,31.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,41.0,28.0,28.0,41.0,31.0,28.0,28.0,41.0,31.0
272,1.0,3,0,0,0.0,Survived,male,M,6,1,S,25.0,25.0,0,Adult,1,2,1,25.0,25.0,25.0,25.0,0.0,25.0,25.0,25.0,0.0
273,1.0,2,0,1,20.0,Survived,female,M,6,1,S,41.0,41.0,0,Middle_Aged,4,4,2,41.0,41.0,41.0,41.0,20.0,41.0,41.0,41.0,20.0
274,0.0,1,0,1,30.0,Died,male,C,118,0,C,37.0,37.0,0,Middle_Aged,1,4,2,37.0,37.0,37.0,37.0,30.0,37.0,37.0,37.0,30.0
275,1.0,3,0,0,8.0,Survived,female,M,6,1,Q,28.0,27.0,1,Adult,3,3,1,23.0,28.0,27.0,23.0,8.0,28.0,27.0,23.0,8.0
276,1.0,1,1,0,78.0,Survived,female,D,7,0,S,63.0,63.0,0,Old,3,6,2,63.0,63.0,63.0,63.0,78.0,54.0,54.0,59.0,65.0
277,0.0,3,0,0,8.0,Died,female,M,6,1,S,45.0,45.0,0,Middle_Aged,3,4,1,45.0,45.0,45.0,45.0,8.0,45.0,45.0,45.0,8.0
278,0.0,2,0,0,0.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,33.0,28.0,28.0,33.0,0.0,28.0,28.0,33.0,0.0
279,0.0,3,4,1,29.0,Died,male,M,6,1,Q,7.0,7.0,0,Child,2,1,6,7.0,7.0,7.0,7.0,29.0,7.0,7.0,7.0,29.0
280,1.0,3,1,1,20.0,Survived,female,M,6,1,S,35.0,35.0,0,Middle_Aged,4,4,3,35.0,35.0,35.0,35.0,20.0,35.0,35.0,35.0,20.0
281,0.0,3,0,0,8.0,Died,male,M,6,1,Q,65.0,65.0,0,Old,1,6,1,65.0,65.0,65.0,65.0,8.0,54.0,54.0,59.0,8.0
282,0.0,3,0,0,8.0,Died,male,M,6,1,S,28.0,28.0,0,Adult,1,3,1,28.0,28.0,28.0,28.0,8.0,28.0,28.0,28.0,8.0
283,0.0,3,0,0,10.0,Died,male,M,6,1,S,16.0,16.0,0,Teenager,1,2,1,16.0,16.0,16.0,16.0,10.0,16.0,16.0,16.0,10.0
284,1.0,3,0,0,8.0,Survived,male,M,6,1,S,19.0,19.0,0,Teenager,1,2,1,19.0,19.0,19.0,19.0,8.0,19.0,19.0,19.0,8.0
285,0.0,1,0,0,26.0,Died,male,A,19,0,S,28.0,28.0,1,Adult,1,3,1,44.0,28.0,28.0,44.0,26.0,28.0,28.0,44.0,26.0
286,0.0,3,0,0,9.0,Died,male,M,6,1,C,33.0,33.0,0,Middle_Aged,1,3,1,33.0,33.0,33.0,33.0,9.0,33.0,33.0,33.0,9.0
287,1.0,3,0,0,10.0,Survived,male,M,6,1,S,30.0,30.0,0,Adult,1,3,1,30.0,30.0,30.0,30.0,10.0,30.0,30.0,30.0,10.0
288,0.0,3,0,0,8.0,Died,male,M,6,1,S,22.0,22.0,0,Adult,1,2,1,22.0,22.0,22.0,22.0,8.0,22.0,22.0,22.0,8.0
289,1.0,2,0,0,13.0,Survived,male,M,6,1,S,42.0,42.0,0,Middle_Aged,1,4,1,42.0,42.0,42.0,42.0,13.0,42.0,42.0,42.0,13.0
290,1.0,3,0,0,8.0,Survived,female,M,6,1,Q,22.0,22.0,0,Adult,3,2,1,22.0,22.0,22.0,22.0,8.0,22.0,22.0,22.0,8.0
291,1.0,1,0,0,79.0,Survived,female,M,6,1,S,26.0,26.0,0,Adult,3,3,1,26.0,26.0,26.0,26.0,79.0,26.0,26.0,26.0,65.0
292,1.0,1,1,0,91.0,Survived,female,B,49,0,C,19.0,19.0,0,Teenager,4,2,2,19.0,19.0,19.0,19.0,91.0,19.0,19.0,19.0,65.0
293,0.0,2,0,0,13.0,Died,male,D,6,0,C,36.0,36.0,0,Middle_Aged,1,4,1,36.0,36.0,36.0,36.0,13.0,36.0,36.0,36.0,13.0
294,0.0,3,0,0,9.0,Died,female,M,6,1,S,24.0,24.0,0,Adult,3,2,1,24.0,24.0,24.0,24.0,9.0,24.0,24.0,24.0,9.0
295,0.0,3,0,0,8.0,Died,male,M,6,1,S,24.0,24.0,0,Adult,1,2,1,24.0,24.0,24.0,24.0,8.0,24.0,24.0,24.0,8.0
296,0.0,1,0,0,28.0,Died,male,M,6,1,C,28.0,28.0,1,Adult,1,3,1,43.0,28.0,28.0,43.0,28.0,28.0,28.0,43.0,28.0
297,0.0,3,0,0,7.0,Died,male,M,6,1,C,24.0,24.0,0,Adult,1,2,1,24.0,24.0,24.0,24.0,7.0,24.0,24.0,24.0,7.0
298,0.0,1,1,2,152.0,Died,female,C,22,0,S,2.0,2.0,0,Toddler,3,0,4,2.0,2.0,2.0,2.0,152.0,3.0,3.0,2.0,65.0
299,1.0,1,0,0,30.0,Survived,male,C,106,0,S,28.0,28.0,1,Adult,1,3,1,47.0,28.0,28.0,47.0,30.0,28.0,28.0,47.0,30.0
300,1.0,1,0,1,248.0,Survived,female,B,58,0,C,50.0,50.0,0,Middle_Aged,4,5,2,50.0,50.0,50.0,50.0,165.0,50.0,50.0,50.0,65.0
301,1.0,3,0,0,8.0,Survived,female,M,6,1,Q,28.0,27.0,1,Adult,3,3,1,23.0,28.0,27.0,23.0,8.0,28.0,27.0,23.0,8.0
302,1.0,3,2,0,23.0,Survived,male,M,6,1,Q,28.0,28.0,1,Adult,1,3,3,33.0,28.0,28.0,33.0,23.0,28.0,28.0,33.0,23.0
303,0.0,3,0,0,0.0,Died,male,M,6,1,S,19.0,19.0,0,Teenager,1,2,1,19.0,19.0,19.0,19.0,0.0,19.0,19.0,19.0,0.0
304,1.0,2,0,0,12.0,Survived,female,E,101,0,Q,28.0,27.0,1,Adult,3,3,1,31.0,28.0,27.0,31.0,12.0,28.0,27.0,31.0,12.0
305,0.0,3,0,0,8.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,28.0,28.0,28.0,28.0,8.0,28.0,28.0,28.0,8.0
306,1.0,1,1,2,152.0,Survived,male,C,22,0,S,1.0,1.0,0,Baby,2,0,4,1.0,1.0,1.0,1.0,152.0,3.0,3.0,1.0,65.0
307,1.0,1,0,0,111.0,Survived,female,M,6,1,C,28.0,27.0,1,Adult,3,3,1,30.0,28.0,27.0,30.0,111.0,28.0,27.0,30.0,65.0
308,1.0,1,1,0,109.0,Survived,female,C,65,0,C,17.0,17.0,0,Teenager,4,2,2,17.0,17.0,17.0,17.0,109.0,17.0,17.0,17.0,65.0
309,0.0,2,1,0,24.0,Died,male,M,6,1,C,30.0,30.0,0,Adult,1,3,2,30.0,30.0,30.0,30.0,24.0,30.0,30.0,30.0,24.0
310,1.0,1,0,0,57.0,Survived,female,E,36,0,C,30.0,30.0,0,Adult,3,3,1,30.0,30.0,30.0,30.0,57.0,30.0,30.0,30.0,57.0
311,1.0,1,0,0,83.0,Survived,female,C,54,0,C,24.0,24.0,0,Adult,3,2,1,24.0,24.0,24.0,24.0,83.0,24.0,24.0,24.0,65.0
312,1.0,1,2,2,262.0,Survived,female,B,57,0,C,18.0,18.0,0,Teenager,3,2,5,18.0,18.0,18.0,18.0,165.0,18.0,18.0,18.0,65.0
313,0.0,2,1,1,26.0,Died,female,M,6,1,S,26.0,26.0,0,Adult,4,3,3,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
314,0.0,3,0,0,8.0,Died,male,M,6,1,S,28.0,28.0,0,Adult,1,3,1,28.0,28.0,28.0,28.0,8.0,28.0,28.0,28.0,8.0
