"IDpol","ClaimAmount"
87669,2083.58
76857,209.58
76789,1128.12
39638,1128.12
76895,1128.12
39642,1356.79
133776,481.62
170238,1128.12
39597,1200.5
76781,1154.22
76914,66.91
76776,364.99
149722,555.16
76944,3045.62
175620,250.52
76897,1468.69
39620,1128.12
44799,1128.12
152175,478.24
76857,82.05
76922,1128.12
77024,1206.6
147295,1128.12
151027,1347.39
161465,1282.41
135047,1128.12
53173,1128.12
52345,170.06
89313,2281.51
52416,486.67
53136,4599.79
52743,460.03
145503,1128.12
52427,1128.12
152805,177.32
53203,1296.69
52255,2240.56
68745,68.36
136244,1128.12
168239,1292.33
46554,64.72
140710,1128.12
153215,1128.12
82081,97.12
143794,1128.12
89364,1128.12
136320,738.55
17279,820.58
165940,1128.12
145771,474.62
64701,2666.4
164553,1128.12
143758,1128.12
51859,957.44
53139,1128.12
53450,1128.12
51784,564.06
139517,89.05
18492,1128.12
126413,1128.12
148063,1128.12
81537,1128.12
51720,1533.33
139542,1128.12
52340,1293.51
52990,439.82
148313,2650.99
113774,283.55
164473,362.54
113894,1128.12
140783,1128.12
113850,1433.02
53048,1128.12
52320,90.43
52201,215.51
53370,2176.81
53278,2210.8
23985,672.48
176627,20.62
113853,1128.12
52060,4329.55
168393,890.71
52663,1160.58
76382,1128.12
29669,1128.12
113784,68
154202,1827.2
51640,1890.37
151737,1128.12
140532,518.49
52840,1128.12
51794,1128.12
52576,3833.75
51929,4980.99
177468,12.03
72913,2695.26
165150,1128.12
177303,1128.12
149378,69.65
134982,4730.9
154441,976.24
152085,1128.12
156045,61.99
158869,500.65
60144,564.06
178085,1007.76
113953,1128.12
53375,1128.12
160778,1898.55
154653,1128.12
51758,75.31
45164,284.7
154410,1128.12
172637,1128.12
129868,71.92
52119,1993.43
158309,301635.49
150909,1128.12
156541,1128.12
72014,377.48
143969,56.95
174174,1928.61
133082,1128.12
113970,63.27
149037,1128.12
142204,1128.12
52587,286.7
113876,1128.12
136997,1128.12
53312,1128.12
170779,4555.85
22111,1128.12
88825,1561.51
154123,1128.12
167395,1128.12
137406,480.88
157362,14.77
137657,2750.2
171299,69.65
142282,63.27
172540,80.59
118870,647.92
146004,1128.12
136909,71.92
169751,566.72
125402,1203.84
156045,1128.12
19731,1128.12
30125,1128.12
113859,228.11
133032,1254.53
177087,1676.2
157756,1229.68
136657,833.1
164879,1128.12
21663,1128.12
51697,1128.12
174755,3906.87
118924,69.65
143816,547.85
113750,1128.12
153364,1128.12
131091,69.65
52364,73.3
113985,69.65
118982,3235.43
53328,1211.8
113887,1128.12
161687,2071.72
166895,309.76
155354,1128.12
173651,1128.12
167732,1128.12
159753,1128.12
106286,1128.12
106341,1194.26
106395,1057.57
126592,564.06
148518,4557.73
128212,1838.11
165717,547.22
133783,564.06
33325,1128.12
33129,1128.12
33264,1827.99
162000,1636.43
33523,1128.12
33137,1128.12
33488,399.66
155105,1128.12
148285,70.25
155157,261.53
94029,4622.78
33428,1643.48
140398,1128.12
152228,1038.53
157178,194.4
164551,63.79
33201,1303.48
148099,1135.58
147729,868.64
33243,1128.12
164551,1496.74
33385,1128.12
33602,2237.49
33589,286.51
33552,1128.12
33470,1128.12
156969,1128.12
168193,1585.47
140398,1128.12
128212,1128.12
163410,1128.12
83555,600.63
17520,316.62
32096,1077.15
150990,3230.85
32133,153.83
150934,1128.12
83607,453.5
157432,1128.12
164441,1128.12
83632,2437.96
18926,770.54
137612,75.32
144008,1128.12
32187,1128.12
147782,1128.12
43325,3552.06
172962,1128.12
83590,543.21
32135,3230.1
92998,272.66
32162,1128.12
146752,4960.3
80062,564.06
131050,1128.12
132914,1266.9
18916,66458.9
20072,500
169729,678.72
142671,1128.12
144623,1128.12
32404,1280.57
32300,373.36
131015,76.35
32039,1087.56
80220,1128.12
80293,1128.12
143332,433.46
32593,2037.72
35452,35600.44
35515,1128.12
169050,755.05
96296,62.5
85580,1646.98
85637,1128.12
85709,1452.54
85653,1466.8
35447,1128.12
35473,52.75
85636,1128.12
35392,1727.13
85647,1365.08
85613,1128.12
85694,1128.12
35381,1128.12
163873,1128.12
85725,182.94
85592,1128.12
17948,649.46
85592,823.21
85606,1128.12
141468,12608.66
85640,1128.12
163873,1128.12
85694,1128.12
21292,1128.12
35785,602.17
136037,1128.12
157419,763.37
128116,1128.12
148437,1128.12
35779,1128.12
35702,1128.12
23250,79.13
134311,736.13
35648,1128.12
138157,42.75
35799,1128.12
171337,58.69
128949,585.63
167761,114.67
155869,1128
84575,1128.12
84508,1303.16
84523,1247.33
49532,1128.12
84582,68.98
84446,2708.35
84575,1128.12
84400,738.07
86690,1429.07
84236,1128.12
84357,2805.06
172250,1128.12
84596,1128.12
84367,1128.12
49368,57.36
84560,1128.12
84723,1128.12
84586,2090.66
88010,1286.52
25489,1009.69
49579,506.2
84703,1128.12
84338,2686.2
84469,68.42
84723,1128.12
84652,80.79
84257,1128.12
136624,1516.75
170131,1128.12
130018,568.55
27524,1128.12
130915,75.32
170207,1128.12
27252,560.09
27539,1128.12
159702,1128.12
90325,4678.86
53220,1128.12
167824,1611.21
27507,3330.28
156252,1128.12
27224,4605.54
27133,317.51
97807,648.84
90398,4225.29
51856,594.87
136300,689.72
90336,627.34
22079,71.47
27455,2487.55
74114,1128.12
27310,1128.12
27577,1128.12
97995,1128.12
27519,5907.42
172777,965.42
27886,1128.12
20001,4836.6
168339,364.81
97901,367
97832,500
154295,1128.12
157231,72.24
150796,75.32
178046,1128.12
161864,1128.12
146501,1128.12
155915,1128.12
27242,2473.95
27951,71.47
131249,1128.12
169905,1128.12
89352,1128.12
146285,678.99
72679,750.36
31013,1128.12
72658,1296.08
89229,647.27
170412,1214.19
156728,680.09
89206,1128.12
89320,1128.12
68864,266.19
160052,233.62
164137,35063.27
169095,1994.49
161026,1128.12
89186,1128.12
72475,376.09
98140,1128.12
72615,1128.12
89453,1902.87
161844,530.75
19857,504.93
98134,272.2
177574,1388.55
140069,3423.35
72651,1128.12
160135,2978.66
72656,1128.12
164109,6859.5
98248,1212.01
129885,1128.12
160025,70.2
166102,1128.12
168173,1201.42
156090,1128.12
30959,1128.12
89378,1206.02
31022,1433.02
70911,1128.12
138978,1128.12
165331,1084.86
70860,723.39
82524,1128.12
157989,112.48
176384,428.2
61782,1128.12
71145,1128.12
156801,69.47
82515,2410.01
94003,1128.12
25890,407.21
82326,90.96
156263,1252.2
70939,1973.47
134850,1032.41
138978,992.33
73380,1128.12
105366,1069.55
82334,1128.12
84109,39071.07
83978,93.87
31194,2589.5
141783,630.55
25729,1393.49
70841,1679.1
84024,1116.94
84175,7890.08
25882,528.35
25744,1128.12
81957,1128.12
25916,264.53
82348,1128.12
71051,1680.44
139102,74.7
84103,1128.12
82396,1128.12
25755,2081.53
25944,93.87
84060,7027.57
25942,1128.12
32819,25.66
25781,466.51
152013,246.91
162766,63.45
25922,1128.12
169970,2652.61
142975,1858.35
25838,1128.12
71070,485.02
82396,1128.12
70936,1363.25
25763,1128.12
71104,1128.12
105402,152.45
145164,1128.12
25763,1128.12
105479,580.08
32867,1163.61
161645,1128.12
71180,1128.12
84060,564.06
27926,1128.12
80592,2744.65
80559,1873.68
80616,316.71
136256,68
154968,137169.81
27836,1128.12
80499,1128.12
20299,1128.12
47029,1128.12
160107,1128.12
176814,714.04
47011,873.26
69712,1128.12
158938,1209.68
131775,564.06
22234,1320.24
149428,94.65
88536,1128.12
168009,1194.59
47223,1128.12
144080,1128.12
172437,1128.12
133331,72.57
18179,25074.81
75697,1394.44
161583,1128.12
101127,1386.56
147415,1128.12
47002,1128.12
46980,1128.12
18718,1253
144080,930.63
127235,1128.12
47204,1128.12
21602,133.39
129655,1128.12
69692,1484.9
69715,1128.12
49743,30.37
69710,1128.12
69710,1128.12
69713,657.68
69694,1651.48
69573,1513.75
175914,1.49
69647,5912.28
40383,328.06
128438,241.03
156921,1128.12
159082,986.88
138773,564.06
40351,2386.66
40346,1555.57
91198,1035.04
130501,331.36
40412,1128.12
170647,2856.24
158764,2905.1
91420,1128.12
138657,3535.28
58529,1286.66
132833,1128.12
166643,1128.12
40555,1128.12
172000,1128.12
132763,573.59
155794,985.74
91434,1128.12
134466,1128.12
127859,17263.73
40206,2652.61
91402,1128.12
177832,4556.48
91382,1128.12
158627,1128.12
40251,1362.9
144437,1128.12
166217,1128.12
91461,1412.7
91328,1198.86
91190,3597.86
41145,1128.12
91230,1908.15
40413,1128.12
21359,492.97
161759,1128.12
91206,1128.12
132865,70.75
91214,1128.12
108045,1128.12
174043,1538.06
91458,1824.39
40162,74.39
40185,1128.12
157140,407.04
40219,1196.49
40389,692.75
130503,528.29
40339,642.29
91363,1128.12
40565,668.61
40288,6530.45
40346,1128.12
163051,1882.75
128022,938.12
76635,1259.88
34192,1128.12
76635,76.58
153506,1105.96
76677,4124.08
76632,1128.12
76457,61.09
76467,2256.25
159189,92.82
34195,77.12
99866,78.14
76640,1128.12
166546,1128.12
76509,1573.36
76524,1128.12
177861,2890.24
129224,1128.12
99945,2628.12
112813,393.01
69136,3666.43
89058,661.59
116188,1128.12
68884,1266.26
69098,1128.12
24783,135.7
68954,1128.12
99670,1128.12
89100,1128.12
69408,1637.3
89031,1128.12
108321,1853.38
165500,405.67
177373,1128.12
69401,79.31
69329,1128.12
99719,1188.79
69043,616.9
99639,1128.12
108218,1128.12
108186,9682.03
99654,693.15
99809,1128.12
176908,1128.12
116185,173.59
112643,1128.12
108019,1128.12
108054,12284.35
68987,1128.12
112769,251.22
69268,12215.4
112606,1181.05
176207,1128.12
89102,469.55
99898,1263.81
119512,474.38
69043,731.18
99667,1128.12
116434,1128.12
116381,579.17
108153,65.57
178029,30947.15
69252,564.06
99901,1128.12
88973,1128.12
112726,1129.07
88976,18871.73
119493,3748.82
99727,309.23
69413,7135.16
119453,1128.12
88914,16344.79
99695,2652.61
112646,564.06
69408,1199.23
116295,1848.94
112646,1018.71
116476,1128.12
99765,1128.12
69408,12297.64
119641,647.45
129116,1128.12
99762,1079.08
121336,1128.12
89148,1128.12
108183,1128.12
99846,1725.31
68937,1128.12
88987,278.45
69224,1128.12
69176,1128.12
40341,1128.12
68999,564.06
112860,1128.12
108041,2126.2
112577,504.73
121470,1128.12
121540,1105.44
116458,1128.12
116387,1128.12
69064,1071.6
99730,1128.12
116185,3944.79
116435,1128.12
108336,1128.12
68915,3162.75
30477,1190.15
61835,3368.44
99700,1094.49
153223,346.44
23459,1128.12
23489,3000
144183,114.75
157880,51826.55
132699,1556.6
23422,7622.45
159536,1128.12
23397,1128.12
157880,1128.12
72876,457.35
144742,1128.12
23427,1128.12
23528,7902.51
171211,1128.12
130413,74.81
168285,1128
23370,2564.57
155307,1128
130233,4617.37
23433,1128.12
59630,1128.12
69575,82
59741,256.42
59327,1128.12
59409,532.89
59554,1128.12
174350,1128.12
167087,72.05
59463,1281.41
59600,726.3
59378,1387.6
59567,1128.12
175345,66.31
59722,918.19
174162,1128.12
59556,6111.05
59323,1128.12
59635,1031.75
59499,2523.49
59430,783.99
59621,6.25
59643,1602.61
174017,1919.84
59548,1128.12
59394,942.06
59327,1228.12
159369,1128.12
59325,1128.12
65321,1128.12
65421,1176.86
65328,1787.42
65786,467.43
176212,983.8
65734,1128.12
175394,500.82
176437,688.65
175039,1128.12
65340,1128.12
65740,5120.28
65720,273.31
89541,20927.43
164537,1128.12
92797,598.89
87170,849.6
92802,1128.12
93001,1128.12
42785,167.37
93003,308.25
92948,729.92
39526,195.18
177066,1128.12
160598,1128.12
145839,72.57
65118,671.93
64806,1128.12
64735,166.63
65213,1128.12
65041,1128.12
65108,2290.09
64793,1602.83
38858,1128.12
174307,528.91
38838,766.05
64761,1128.12
31182,1128.12
94601,1128.12
64952,1128.12
73380,860.97
64761,1128.12
65205,1559.97
64946,1128.12
169428,1128.12
38861,507.35
169428,1128.13
65149,1870.29
64864,91.43
64730,579.69
129005,1128.12
65020,1706.76
65104,1128.12
139954,445.75
65128,1128.12
38963,382.13
94574,1128.12
64743,1200.99
64913,1128.12
94584,1128.12
64939,1799.72
86919,314.88
38875,1128.12
65255,914.93
65114,287.35
94623,760.66
94594,72.87
65155,814.19
65185,1128.12
162465,207.11
64875,1128.12
50269,1180.29
65247,1688.22
38789,1128.12
94637,46.36
174512,258.28
80499,1128.12
173860,1128.12
94592,1128.12
64968,1128.12
157915,1128.12
164156,1128.12
148961,1128.12
21905,68.92
110368,1128.12
42842,1261.33
131202,1128.12
42852,945.23
21856,366.4
71220,1680.49
19871,1128.12
42931,317.76
42739,925.07
162126,719.56
42761,3121.15
19962,1128.12
143207,1128.12
136342,1128.12
42766,16.56
152231,1883.38
104472,564.06
57736,564.06
94394,1128.12
104590,1128.12
77255,67.46
104433,1128.12
77338,2272.78
94291,1128.12
149045,1128.12
77718,371.94
77400,985.45
77144,67.46
104545,1128.12
104528,1128.12
77142,815.14
104616,1128.12
77610,294.08
77371,512.33
77255,2409.79
103484,1128.12
104583,1128.12
94272,1128.12
104391,1128.12
77144,1128.12
94240,1128.12
173631,1128.12
104384,1128.12
104499,171.04
77684,121.43
119991,2144.68
94234,1128.12
77327,73002.7
94222,1128.12
120042,1128.12
77465,1128.12
94216,1422.04
119991,1759.49
120121,151.25
144404,2397.06
42087,2615.9
94311,1128.12
94289,1128.12
77299,1128.12
41847,1128.12
119370,54.83
98809,1282.77
77655,653.4
20319,402.79
24951,364.81
25130,431.18
131671,1128.12
127262,686.02
145765,1481.23
64684,3584.66
150321,79.31
152809,1128.12
165951,1128.12
25313,1128.12
24771,57.74
152393,1128.12
153368,866.15
165582,1128.12
20513,858.28
129592,1128.12
18165,3714.99
25509,619.71
130567,2615.08
160461,629.45
25068,1128.12
109617,11.57
142366,23042.28
109600,1236.54
109451,2493.88
25421,4749.75
109652,2196.7
25509,2673.31
130703,1128.12
136653,1128.12
135417,1128.12
168105,1128.12
133512,3648.24
142472,1128.12
20462,2163.72
176958,474.4
24992,1128.12
25395,1128.12
143955,311.03
159606,1561.17
24992,1128.12
53185,75.32
109460,75.32
109515,1185.49
129724,1128.12
67860,769.43
166363,1128.12
24936,700
61828,115.44
133497,265.93
113464,1128.12
42650,1128.12
83326,222.1
135953,2596.56
25472,84.97
63896,1128.12
87044,1128.12
83164,1128.12
63522,219.83
83216,1128.12
42777,1128.12
83207,1128.12
83263,1428.12
63737,1128.12
63610,80.87
63978,63.82
83087,4018.16
63664,1128.12
83396,738.87
63523,1128.12
83311,1128.12
63532,70208
172439,1128.12
18698,1128.12
103600,1128.12
83410,8195.22
63581,1128.12
103562,2243.96
149211,19791.01
103614,1128.12
64080,1128.12
103584,63.82
83099,6527.79
83205,752.52
103627,6128.82
83123,2502.8
83192,15012.65
63745,603.86
83099,3973.24
83320,67.46
103560,647.9
63988,304.45
63707,1240.79
63957,420.79
63914,234.56
83274,1128.12
83173,1283.73
63738,6280.57
63608,564.06
103702,1128.12
121200,405.45
121216,1128.12
111900,1129.17
68600,1128
1175840,63.82
1174560,1128.12
177118,1128.12
1154828,1909.17
1161205,1128.12
177478,1128.12
1176582,1128.12
1021247,774.8
1161185,1007.35
1177322,28614.67
1177548,761.31
1173272,1128.12
1161207,3540.57
1161183,36.47
75186,527.65
1161177,272.26
1021267,563.28
1021267,3211.93
1149710,69.29
48651,157.85
1172901,163.61
1174724,1128.12
1174563,203.75
108110,1128.12
1126763,2433.83
1162656,1128
1026086,4983.86
1154472,1128
1102142,68.92
1102042,1128.12
1102002,1128.12
75059,105.76
1078073,1128.12
1089592,8098.13
1089526,1025.51
1060497,1128.12
1060672,1124.44
1102021,1128
1060612,11457.35
1077955,387.03
1102186,714.14
1117107,5532.35
1078077,1128.12
1077985,1917.61
1078126,1128
67230,330.5
1102119,1693.25
96035,2195.26
1102096,1128.12
1078126,1398.55
1117113,3225.36
1102058,74.76
1077994,1128.12
1102124,803.2
1060596,732.94
1089549,124.7
1060442,1128.12
1117102,333.48
1060657,1128.12
1101947,1128.12
1060562,3712.63
1174421,1989.66
1060419,305.76
1060720,1128.12
1117107,1278.62
1174356,1175.92
1078073,1128
1117107,76.01
109504,1128.12
1102132,1128
1117109,1128
1077823,1128
1060337,1128
1117102,571.01
1060738,705.99
1078181,2163.35
167320,436.94
1102162,2256.25
1078095,1128
1179437,1128
1179401,564
71439,1128.12
1060574,1128
1117170,77
1060752,1128
1141804,1128.12
1154926,1128.12
1037858,195.05
1156037,788.1
1037884,940.61
1147117,1128.12
1038026,96.92
1141841,118.68
175145,1128.12
1037990,1005.18
1022861,1587.4
94453,1128.12
1038038,1128.12
1155076,1128.12
166558,1128.12
47491,1128.12
1038067,1128.12
1157752,1061.48
1153969,1097.97
1018097,1128.12
1142129,71.65
1175344,1128
1038003,5749.13
1037992,874.48
66586,20.04
1174663,1128.12
1127759,339.6
1038026,50.09
1038092,239.47
1164660,1128
1147117,1128
1163870,1128
1037992,1128
1101262,505.47
1101315,794.01
1101281,76.39
1111996,1128.12
1068688,1128.12
1068666,1128.12
1112095,1397.02
1068432,1341.92
1101057,1064.93
1068792,1128.12
1068464,1128.12
1068562,1128.12
142691,1128.12
1101078,4885.8
35642,1668.01
1068700,337.84
1101145,1128.12
1068742,1357.43
1068439,304.9
1119691,1609.49
1119734,92.99
1119728,1104.15
1112113,1128
1112096,85.96
1119740,669.39
1112055,7308.68
1112076,92.99
1119744,2778.83
1112040,446.11
1101298,2567.76
1068742,1431.18
1119708,698.05
1119739,1486.59
1119694,1128
1111986,1639.88
1101205,1128
1111988,240.7
1112086,85.96
1068516,1128
1101286,1128
1112093,7746.01
1068567,564.06
1119731,1128
1026268,3844.64
1026184,850.66
1026257,1128.12
31877,1128.12
57144,1128.12
1092597,1706.49
1092470,1302.14
1179145,1350.14
1092433,718.85
1169486,97.79
1026369,1128.12
1092452,3146.25
1141104,3523.91
1092563,1128
1092591,1128.12
60345,74.46
1095216,4925.76
1026182,1128
1175350,1128
42522,81.78
1092529,1128
1026097,1428
1155433,1128
1073478,1993.3
1159328,358.7
85800,1128.12
1151008,1617.41
1073369,1128.12
1161342,1471.17
174422,1423.73
1031179,1128.12
1073785,781.79
1073474,1128.12
1123534,235.51
1073556,1128
1168926,2827.65
156362,229.59
1073532,77.3
1073345,1128.12
1073287,3641.91
1073617,790.67
28705,1128.12
1031120,564
1123568,450.92
1073775,1128
1073658,1128.12
159118,1839.48
1073385,1128
1179379,10407.07
1123546,784.45
1073653,1128
1073284,1128
1062753,1128.12
1110249,1433.02
1098490,82.41
1079321,70.52
1110114,4081.17
1079082,1128.12
84279,153.8
1110264,1357.1
38874,478.99
1088001,87.52
1110255,249.78
1062611,311.79
1062914,616.15
132237,74.76
1078949,15.67
1079077,6861.32
1062614,81.31
49588,714.87
1110055,743.53
1079420,1128.12
1079541,1128.12
1110141,2041.85
1110038,1128.12
1079032,260.18
1062274,2799.28
1119890,763.12
1098697,308.87
167958,1128.12
1079145,1128.12
1087983,1128.12
1079553,1128.12
1062655,93.53
1079605,1128.12
1079397,1128.12
1062818,370.76
99843,140.46
52786,197.84
1110273,431.27
1119885,485.74
1098500,2990.98
1079566,1128.12
1110223,564.06
1098700,1128.12
1119798,57.93
1110046,273.11
1088100,615.3
1079622,1128.12
1098742,141.3
1062558,1128.12
1078965,834.39
1098521,1128.12
1079311,1128.12
1119224,1128.12
1079634,1128.12
1062638,1128.12
47567,1184.92
1088028,361.2
1098512,1832.44
1079466,826.68
1062899,831.01
1098470,331.16
1110175,11136.76
1062596,444.17
1087963,858.82
1119875,1128.12
1079032,1128.12
1062434,1485.37
1079186,30.98
1123718,1128.12
1098399,1128.12
1119172,290.19
1110076,106.48
1087893,1154.57
1119186,1128.12
1062683,9098.12
1123739,1128
1062879,2203.4
1098551,74.94
1079243,1411.53
1079170,1191.63
1119878,78.4
1079341,8461.01
1110119,3695.73
1079127,1128
1110098,141.52
134369,1128.12
1062563,1128.12
1079073,4677.45
1079635,599.6
1098509,1128
1119227,3439.12
82929,90.94
1087927,4832.67
1062837,1128
1098582,34.7
1098735,2216.05
1087963,1128
1110267,1128
1098535,1128
1123726,201.57
1079487,797.08
1079499,1117.02
1079463,903.97
1088085,1128
1062800,866.49
1079445,36.75
1123761,1128
1110056,68.73
1062498,1128
1079394,1128
1123809,1128
1123819,1128
1087959,1128.12
1035070,3050.25
1159500,1259.84
1152465,909.98
1075928,1128.12
1101776,567.91
1162205,1128.12
1035130,1015.2
1173632,164.79
1101507,4249.03
1076150,567.13
1167753,103.73
1101698,1128.12
1076014,1128.12
1101518,1128.12
1076016,8134.61
1076255,695.98
1101532,1961.25
1075884,1128.12
1173345,2396.61
1162535,70.78
1076363,86.84
1076172,871.47
1117859,962.3
1035116,2965.32
1076105,210.62
1034930,567.25
1075903,535.92
1035150,70.78
1117862,3837.36
1101711,876.38
1117876,70.78
1035341,868.87
1035368,213.47
1117854,1128
1035060,690.65
1076298,1128.12
1101653,1128.12
1117907,1128.12
1139972,1128
1035126,1676.59
1154824,423.53
1165467,1128.12
1035256,1128.12
129149,266.79
1175510,52.91
1101546,1128.12
1151555,4814.05
165424,92.08
1157391,1128.12
1035316,1275.24
1076168,1128.12
1101560,72.55
1035208,794.89
84922,84.97
1173357,9713.75
1148662,72.55
1035281,1549.75
1101719,1031.31
1076018,81.27
28987,757.58
1153921,1128
1172067,2014.48
1101617,1128
28928,245.99
1075860,1128
1173357,89
1035122,322.91
1101558,1028.04
1179400,5279.93
1117961,11000
1117907,1890.37
1076369,1757.82
1076136,711.23
1117926,1235.71
1076176,89
1076214,72.55
1117963,1720.57
157044,2514.59
1101551,846.95
1075940,1128
1160810,3775.35
1101623,3230.3
163865,1128.12
1117895,1449.4
1101623,1213.83
1076163,1128
1076151,1421.5
1034967,363.56
1075990,1128
1101721,1569.26
1140008,135.19
1035075,2501.27
1075928,1128
1144662,85.97
1117940,72.55
1169644,620.84
85768,1128.12
1067719,1128.12
1111564,71.29
1067247,1128.12
1067562,59.35
1086462,773.17
1111566,1128.12
1111627,62.83
1111659,1128.12
1067206,5491.94
1111654,784.59
1086164,71.96
1177088,3059.8
94474,330.87
85400,744.3
1111609,177.45
1067376,508.33
1176624,2583.87
1111637,4010.67
1111564,263.84
1067502,1128.12
1111609,102.3
86141,306.66
1067724,1636.49
1067746,1128.12
1067346,84.05
1067182,1128.12
1067702,1128.12
31822,1128.12
1067220,205432.05
1067418,1278
1111729,9427.17
1111678,411.61
1111584,1128.12
1067257,1128.12
1067526,1128.12
80559,30.78
1067522,1128.12
1176624,4051.58
1067378,230.76
1067578,72.02
1067778,72.02
1086438,72.02
1067587,516.18
1086452,1128.12
1111756,703.35
47913,1128.12
1067461,445.59
1111671,8722.06
1177237,641.76
1086384,3057.88
1086495,1128
1067560,1128
1067774,1841.5
1086373,3751
1176839,1128.12
1148308,601.65
1171887,701.36
1173841,5984.85
1177747,1128.12
1120550,366.53
1157313,281.7
1075687,1435.99
1120562,1128.12
1107089,1055.5
1041399,1128.12
1090821,141.82
1178038,1933.64
138029,1128.12
1132420,52.47
1107072,981.43
1107051,1128.12
1120592,1571.35
1169947,380.11
1162418,1128.12
1157310,952.85
1022547,2556.53
1137177,146.73
1041341,1131.39
1090852,941.31
1122987,489.72
1126444,43808.54
1163909,1128.12
1169149,1128.12
1041348,1128.12
1120533,70.37
1107068,62.15
1123011,832.33
1145580,1128.12
1075739,1128.12
1155770,62.94
1130104,2435.82
1123015,1128.12
1107057,1128.12
1090824,1596.75
1021204,1128.12
169782,177.32
1075679,1128.12
1176839,778.44
1171111,4052.09
1107055,1402.87
1017932,1128.12
1160724,1128.12
1126447,1128
1041245,1128.12
76771,1128.12
1075544,75.94
1041406,1373.24
1115169,1128.12
1041410,1128.12
132549,1128.12
1133867,1128.12
1157508,3769.25
1166951,1314.89
1115121,25298.32
52405,1813.74
1075659,1128
1120479,1128
1124880,3131.4
102422,1128.12
1019132,389.38
1160375,788.31
1162975,1128
1163909,77.6
1124892,1444.01
1075545,1128
46735,1128.12
1161900,744.88
1165168,54.28
1179596,1128
1168072,1128
1107089,1128
1178549,89.82
1143422,1128
1157310,1128
1092381,76.63
1092319,564.06
1034631,195.06
1078341,3777.08
1092176,1128.12
1088860,1128.12
1088891,76.63
175829,1118.05
1174425,1411.92
1120884,1128.12
77402,244.41
1104337,763.75
1115520,1128.12
1058698,1128.12
1078355,90.33
36999,844.77
1078203,564.06
1104095,6235.18
1078425,2753.15
151704,1128.12
1142175,76.63
1120822,1356.79
151001,1188.83
1071863,1128.12
1088753,1098.02
151092,59.02
1120864,1128.12
1058724,1128.12
1115513,4048.17
1104304,1128.12
1115411,564.12
1176504,1807.03
1088636,1128.12
1104330,1128.12
1104024,1128
1078355,84.42
1092395,1128.12
1171542,1128.12
1120898,1602.4
1078252,5628.12
1175626,284.04
1092408,1128.12
1058802,1128.12
1120952,2906.15
79078,3902.48
1088817,3191.62
1092079,2508.15
1120864,2000
1115348,1703.15
1034668,869.96
1058875,76.22
1034686,1605.44
1071916,108.23
1071898,1182.71
1138361,595.53
1120967,301.05
1143685,1128.12
1176655,101.13
1120869,207.95
1104330,120.26
1120809,1128.12
1115454,564.12
1092300,506.91
48723,1128.12
1115395,1128.12
1092079,1128.12
1078321,1128.12
177380,633.9
1147147,1851.32
1088899,2727.28
1115248,1128.12
149985,1128.12
1115219,115.38
1115407,2343.92
1120848,928.07
1092276,1128
1115468,1673.08
1071789,150.61
1120945,393.09
1088566,918.1
1115513,490.3
1115387,1128
1120812,1128
1034625,1128
1092118,1128
158058,292.44
1115411,118.1
1034499,230.36
1104143,335.39
1179480,1806.32
1092316,1128.12
1120801,1128
1158561,91.64
1034614,1262.89
1078201,1860.8
1071805,1759.61
1147195,213.21
1147147,1128
1166223,564.06
1104072,497.84
1115359,1128
1078395,564
1151421,1128
1092127,1128
1034825,388.58
1109012,1184.49
1074266,1128.12
1074017,1128.12
1073865,558.46
1034898,1434.11
1073963,1128.12
1074007,1128.12
1131182,1128.12
1034928,2810
1074319,1128.12
1074405,1315.79
1147161,18806.7
1074152,1128.12
1074261,1515.44
1034739,1128.12
1074282,1128.12
1074112,1252.95
1109069,75.07
1074066,1128.12
64493,1284.15
1074160,60.08
1074137,1321.73
1034721,207.62
1073905,2263.03
1074375,179.02
1109108,634.72
1074328,72.75
1169901,1128
1109076,2584.43
1034893,1128
1109135,1128
1171837,1295.81
1074103,940.89
1074365,78.16
1073850,2122.36
1073908,1128
1109173,51.02
1158488,1128
1034714,485.07
1109162,1247.73
1074179,3959.61
1152734,1128
1029809,1128.12
1078745,1128.12
1078548,630.49
1078717,37.33
1078548,1128.12
1078658,1059.76
1143381,1340.21
145216,1128.12
1078692,1128.12
1162674,1128.12
1078744,1228
1141142,1128
1078802,1128
1078572,6300.36
1044415,860.58
1110814,84.97
1110859,604.21
1153473,8.81
1110972,564.06
1044031,6580.24
1155978,1695.95
1110867,1128.12
1142862,3076.11
1044108,784.85
1044358,120.89
163925,1843.94
1020620,1413.02
1110959,96.24
1166352,2896.53
94930,1128.12
1167966,96.24
1110995,1128.12
1044259,1128.12
1110962,829.81
1177766,1128.12
1019217,1128.12
129855,4475.9
1165338,42.86
1164888,79.56
1044077,441.91
1044164,1128.12
1159323,1092.83
1044066,1128
98954,1128.12
1167804,1128
1111007,1494.87
1044404,1128
43874,1128.12
1144171,1128
1044124,1128
1111038,1128
1169591,1128
56787,621.51
85411,765.86
1177940,1128.12
1108934,402.16
1108835,1128.12
1105785,236.4
113997,1128.12
1047598,1128.12
1047361,1128
1137244,1128.12
133671,1128.12
1108989,1128.12
1047519,354.38
1105753,2980.82
1047566,1128
1108934,2218.69
93379,4698.84
1119297,130.54
1105788,2567.61
1047595,1104.48
129345,1128.12
137539,381.84
1105753,709.13
1108934,5550.29
1017513,292.93
1105666,263.4
1176249,254.17
1108883,85.58
