ID,overall,potential,value,wage,nationality,position,age,preferred_foot
206463,70,75,2000000,8000,Germany,RB,22,Left
212351,70,72,1700000,22000,Colombia,LCB,27,Right
177279,70,70,1600000,4000,Norway,LCM,30,Left
234112,70,83,2900000,2000,Brazil,RB,19,Right
183936,70,70,1700000,9000,Netherlands,RDM,29,Right
189568,70,70,1400000,10000,Mali,LDM,28,Left
189824,70,70,1400000,13000,Brazil,LCB,28,Right
202113,70,74,1900000,18000,England,RB,24,Right
208769,70,72,1800000,15000,England,CDM,24,Right
209281,70,70,1800000,21000,Saudi Arabia,CAM,28,Left
217217,70,70,1400000,5000,El Salvador,RDM,28,Right
221313,70,76,2400000,1000,Colombia,RM,24,Right
163713,70,70,1100000,5000,France,LS,33,Right
240257,70,78,2200000,10000,France,RB,23,Right
187265,70,70,1700000,5000,Mexico,RM,30,Right
190593,70,71,2000000,9000,Serbia,CAM,27,Left
201346,70,71,2100000,7000,Northern Ireland,ST,27,Right
203138,70,76,2100000,6000,England,CDM,25,Right
228738,70,79,2700000,3000,Venezuela,RM,22,Right
179842,70,70,1300000,7000,Argentina,RB,29,Right
188546,70,70,1700000,5000,Bosnia Herzegovina,CAM,30,Left
223107,70,72,1400000,6000,Turkey,GK,27,Left
204676,70,73,1900000,5000,Portugal,CDM,25,Left
205188,70,73,2200000,12000,Morocco,ST,26,Right
214404,70,73,1900000,3000,Chile,LCB,24,Left
167812,70,73,1800000,1000,Turkey,RCB,27,Right
205701,70,70,1800000,5000,Bulgaria,RM,28,Right
225669,70,75,2000000,5000,Netherlands,RB,23,Right
176773,70,70,1600000,10000,Sweden,LM,31,Right
178565,70,70,1200000,8000,Argentina,LB,31,Left
203398,70,72,1800000,20000,Republic of Ireland,LB,25,Left
178566,70,70,1100000,8000,Argentina,GK,31,Right
169607,70,70,1300000,8000,England,CDM,30,Right
158088,70,70,500000,9000,Argentina,LB,34,Right
186504,70,70,1600000,12000,Belarus,CAM,31,Right
232329,70,77,2600000,8000,Turkey,ST,21,Left
146058,70,70,775000,5000,Spain,LM,35,Left
215178,70,77,2100000,6000,Argentina,CB,24,Right
105866,70,70,425000,2000,Italy,CB,35,Right
173450,70,70,1300000,8000,Australia,LB,30,Left
239498,70,79,2400000,6000,Germany,RCM,23,Right
204939,70,73,1800000,12000,Czech Republic,CDM,26,Right
205451,70,70,1400000,14000,Germany,LCB,28,Left
211339,70,70,0,0,Bolivia,LM,28,Left
225931,70,78,2600000,1000,Denmark,RW,21,Right
204684,70,72,2100000,9000,Netherlands,ST,26,Right
236172,70,70,1700000,10000,Brazil,LAM,30,Left
174732,70,70,550000,1000,Panama,LDM,34,Right
182412,70,70,1300000,10000,China PR,RCB,30,Right
208269,70,70,1400000,1000,Croatia,ST,32,Right
193421,70,70,1300000,6000,Spain,RCM,32,Right
213902,70,76,2100000,1000,Brazil,LDM,23,Right
221582,70,70,1400000,3000,Colombia,RB,28,Right
224142,70,70,1400000,3000,Colombia,LCB,29,Left
225934,70,72,1700000,8000,Central African Rep.,CB,27,Right
205711,70,71,2100000,5000,France,LW,25,Right
212879,70,70,1900000,8000,Germany,ST,27,Left
235407,70,85,3900000,9000,Germany,CM,20,Right
193679,70,70,1400000,7000,Portugal,LCB,29,Right
232080,70,81,3100000,37000,England,RM,21,Left
236944,70,78,2600000,27000,Mali,LM,22,Left
199569,70,73,2300000,12000,Mexico,ST,25,Right
210833,70,74,2300000,3000,Italy,LW,24,Right
234385,70,80,2900000,10000,Germany,CAM,22,Left
188305,70,70,1600000,10000,Morocco,RS,31,Right
214418,70,70,1900000,8000,Chile,ST,27,Right
229522,70,78,2600000,5000,Portugal,CM,23,Right
214163,70,71,2100000,3000,Colombia,CM,26,Right
229011,70,79,2400000,24000,France,CDM,22,Right
236947,70,81,2700000,10000,Germany,LCB,20,Left
199572,70,70,0,0,Romania,CM,32,Left
236692,70,77,2500000,9000,Spain,LS,22,Right
244628,70,78,2700000,8000,Paraguay,LM,22,Right
172949,70,70,1200000,7000,Cameroon,CB,31,Left
193685,70,70,0,0,Bulgaria,RB,32,Right
199574,70,71,1400000,9000,France,GK,27,Right
208022,70,74,2400000,8000,Nigeria,ST,24,Right
238486,70,79,2700000,5000,Brazil,RM,22,Right
182166,70,70,1200000,4000,France,LB,31,Left
184982,70,70,1800000,14000,Chile,ST,29,Right
193942,70,70,1400000,23000,England,LDM,28,Left
203159,70,70,1200000,4000,Germany,CB,31,Right
226711,70,70,1800000,7000,Slovenia,RM,28,Left
235927,70,79,2800000,11000,Argentina,ST,23,Right
243863,70,71,1700000,11000,Ukraine,CB,27,Right
212632,70,70,1200000,7000,France,GK,29,Right
229528,70,80,2500000,1000,Ukraine,LB,22,Left
236696,70,78,2600000,1000,Greece,RM,21,Right
172696,70,70,1600000,3000,Italy,LS,31,Right
178584,70,70,1400000,22000,Republic of Ireland,CB,29,Right
188824,70,70,1300000,12000,Benin,LB,29,Left
203161,70,74,1900000,14000,Germany,RCB,25,Right
210329,70,71,2100000,3000,Italy,CAM,26,Left
214937,70,75,2000000,9000,Argentina,LB,23,Left
240281,70,70,1300000,8000,Portugal,RB,29,Right
188313,70,70,1400000,4000,Portugal,RB,28,Right
189849,70,70,1800000,14000,Morocco,ST,29,Right
211099,70,75,2400000,5000,Senegal,LW,23,Right
229019,70,82,3200000,4000,Germany,RM,21,Right
165787,70,70,875000,9000,Argentina,CM,34,Right
204701,70,75,2400000,8000,Switzerland,RW,24,Right
228509,70,82,3200000,11000,France,RM,20,Right
186781,70,70,1000000,6000,United States,GK,32,Right
212126,70,78,2600000,3000,Serbia,CAM,23,Left
225950,70,73,2300000,4000,France,LCM,24,Left
227230,70,72,2100000,4000,Brazil,CM,26,Right
176542,70,70,1100000,3000,Colombia,RS,33,Right
187038,70,70,1800000,3000,DR Congo,RS,28,Right
201887,70,73,2200000,8000,Jamaica,CM,25,Left
152991,70,70,875000,6000,England,CM,34,Right
199584,70,71,1600000,15000,Netherlands,LCM,28,Right
211872,70,71,1600000,10000,Germany,LM,27,Left
244384,70,74,1600000,1000,Ukraine,GK,26,Right
186272,70,70,1800000,9000,Georgia,ST,28,Left
209569,70,70,1700000,20000,Saudi Arabia,CAM,30,Right
164769,70,70,1600000,17000,Scotland,ST,31,Left
237985,70,80,2400000,5000,Austria,CB,19,Right
45473,70,70,240000,3000,Germany,CB,36,Right
232610,70,75,2400000,39000,Japan,LM,23,Right
174754,70,70,1800000,4000,Panama,RS,29,Right
178594,70,70,1400000,14000,Italy,CAM,32,Left
187042,70,70,1800000,5000,Norway,CM,27,Right
204451,70,75,2000000,8000,Germany,CB,23,Right
207523,70,70,1500000,10000,Serbia,LDM,27,Right
225699,70,77,2100000,9000,Morocco,CDM,23,Right
170915,70,70,1300000,13000,Spain,CM,32,Right
164,70,70,240000,2000,Italy,LCM,37,Right
198564,70,70,1800000,7000,Honduras,ST,29,Right
202404,70,70,1300000,11000,Brazil,RDM,30,Right
142756,70,70,600000,7000,Argentina,CAM,36,Right
209828,70,74,2300000,8000,Brazil,CAM,24,Right
211365,70,77,2500000,5000,Norway,RW,23,Left
244389,70,84,3800000,1000,Brazil,LM,19,Right
218534,70,73,2300000,7000,Armenia,LS,25,Right
223654,70,79,2400000,7000,Spain,RDM,21,Right
244646,70,70,1400000,6000,Brazil,CB,28,Right
224423,70,78,2200000,5000,Germany,LB,22,Left
235943,70,77,2100000,10000,Spain,RB,24,Right
173735,70,70,1300000,11000,Wales,LB,29,Left
189607,70,70,1800000,6000,Germany,ST,29,Right
228520,70,77,2500000,11000,Argentina,RM,24,Left
194216,70,70,1400000,3000,Italy,LB,28,Left
212138,70,76,2400000,5000,Poland,RM,23,Right
213930,70,72,2200000,5000,Ukraine,ST,26,Right
188586,70,70,1300000,10000,Germany,RDM,30,Right
192938,70,71,2100000,13000,DR Congo,LM,26,Right
200107,70,70,1900000,6000,Curacao,LW,26,Right
232619,70,70,1100000,7000,Japan,RM,33,Right
237995,70,82,2900000,14000,Mexico,RM,18,Left
214700,70,71,1700000,2000,Chile,LCB,26,Right
169388,70,70,575000,2000,Italy,RM,37,Right
169644,70,70,1700000,16000,DR Congo,LM,30,Right
172716,70,70,1600000,4000,Spain,LDM,30,Right
202413,70,70,1800000,6000,Spain,CM,27,Right
215213,70,78,2000000,15000,Argentina,GK,22,Right
175789,70,70,1600000,11000,Iceland,LM,30,Right
198062,70,72,1700000,6000,Spain,RCB,28,Right
214446,70,77,2100000,4000,Chile,RB,24,Right
229038,70,79,2400000,4000,Spain,CDM,20,Right
229039,70,75,2000000,5000,Iceland,RWB,24,Right
235183,70,79,2100000,7000,Mexico,GK,22,Right
188335,70,70,1900000,3000,Croatia,RS,26,Left
172208,70,70,1700000,6000,Australia,CAM,29,Left
188336,70,72,1700000,3000,Italy,CB,28,Right
190640,70,72,1700000,8000,Iceland,RCM,27,Right
229041,70,70,1400000,6000,Algeria,LCB,28,Right
144306,70,70,425000,6000,Turkey,RCB,35,Left
213170,70,70,1500000,5000,Korea Republic,CDM,27,Right
221618,70,75,2400000,29000,France,ST,22,Right
236466,70,81,2700000,10000,France,RB,21,Right
184242,70,71,2100000,7000,Belgium,RCM,26,Right
211635,70,70,1700000,4000,Korea Republic,LM,29,Left
51123,70,70,750000,8000,France,CAM,35,Right
189619,70,71,2000000,23000,England,CM,27,Right
201908,70,75,2000000,20000,England,RB,25,Right
232884,70,71,2100000,8000,Japan,LS,26,Right
187572,70,70,1300000,19000,Brazil,LB,29,Left
206005,70,70,1700000,8000,Argentina,ST,30,Right
209333,70,73,1500000,7000,Wales,GK,27,Right
212405,70,70,1400000,6000,Spain,CDM,29,Right
221621,70,70,1500000,5000,United States,LCB,27,Right
224949,70,86,3900000,11000,Netherlands,LM,20,Left
203446,70,71,1700000,5000,Morocco,CDM,27,Left
158902,70,70,1000000,24000,Scotland,LCB,32,Left
231862,70,71,2100000,3000,Colombia,ST,26,Right
242614,70,78,0,0,Romania,CB,22,Right
142775,70,70,120000,2000,Argentina,GK,37,Right
221367,70,75,2400000,9000,Bosnia Herzegovina,CAM,23,Right
222391,70,76,2400000,17000,Cameroon,CM,21,Right
199352,70,70,1000000,8000,Germany,RDM,32,Right
195256,70,72,1800000,8000,Turkey,LB,26,Left
220089,70,72,1800000,9000,Turkey,CB,26,Right
224185,70,75,2300000,6000,Netherlands,LCM,22,Left
191673,70,70,1300000,4000,Korea Republic,RCM,32,Right
201146,70,70,1300000,6000,Spain,CDM,30,Right
201914,70,71,1700000,2000,Italy,CB,26,Right
221370,70,73,1800000,17000,Saudi Arabia,RB,25,Right
224186,70,74,2000000,12000,Netherlands,CB,23,Left
235706,70,80,2900000,6000,Brazil,LW,22,Left
188602,70,71,1700000,6000,France,RCB,27,Right
214459,70,73,2200000,3000,Chile,CAM,26,Right
214971,70,73,2300000,10000,Argentina,LM,24,Right
193211,70,70,1500000,8000,Serbia,RB,27,Right
217532,70,73,1800000,5000,Libya,LM,26,Left
231612,70,77,2500000,14000,France,RM,22,Left
241852,70,85,3700000,19000,France,RW,18,Left
198589,70,71,1700000,5000,United States,LB,26,Left
206269,70,72,1800000,4000,Luxembourg,RB,25,Right
219837,70,75,2000000,5000,Spain,CDM,25,Right
173245,70,70,1000000,4000,Argentina,LCM,33,Right
202686,70,70,1800000,30000,Bermuda,ST,28,Right
137406,70,70,750000,2000,Italy,LCM,35,Right
223422,70,70,1200000,13000,Argentina,RCB,31,Right
241854,70,82,2600000,4000,Netherlands,CB,18,Right
211903,70,71,2100000,9000,Kosovo,LW,26,Right
184255,70,70,1800000,16000,Iceland,ST,28,Right
204992,70,73,2200000,17000,Ivory Coast,ST,26,Right
210880,70,75,2000000,3000,Italy,RB,25,Right
214208,70,72,1800000,2000,Colombia,RDM,26,Right
242112,70,77,2500000,3000,Venezuela,RM,22,Right
204737,70,70,1900000,7000,Portugal,RM,26,Right
213697,70,78,2300000,22000,Northern Ireland,CDM,23,Right
221121,70,79,2800000,1000,Colombia,ST,23,Right
192449,70,70,1900000,16000,Germany,CAM,27,Left
221890,70,77,2100000,12000,Scotland,RCM,24,Right
234178,70,79,2400000,7000,Peru,LCB,22,Left
204227,70,74,2400000,9000,Belgium,ST,24,Left
140483,70,70,725000,2000,Italy,GK,34,Right
208835,70,70,1500000,4000,Comoros,RDM,27,Right
212419,70,72,1800000,27000,England,LB,25,Left
166851,70,70,0,0,Iceland,RCB,35,Right
239043,70,79,2800000,9000,France,RS,21,Right
110787,70,70,240000,7000,Spain,CDM,37,Right
190659,70,70,1800000,5000,Haiti,RM,28,Left
192451,70,70,1700000,8000,Republic of Ireland,RM,29,Left
193475,70,70,1400000,25000,Senegal,LB,28,Left
233413,70,80,2500000,4000,Portugal,CB,21,Right
210374,70,70,1900000,12000,Mexico,RCM,26,Right
230342,70,70,500000,9000,Brazil,LB,34,Right
237766,70,77,2500000,3000,Japan,RM,23,Right
239814,70,77,2100000,6000,France,CB,22,Right
193222,70,71,1400000,10000,Germany,GK,28,Right
230855,70,74,2000000,6000,Germany,LCB,24,Right
189383,70,70,1400000,4000,Denmark,LDM,28,Left
193735,70,70,1800000,6000,Spain,RCM,28,Right
198856,70,72,1800000,10000,Germany,LCB,26,Right
219848,70,75,2000000,10000,Spain,LCB,23,Right
195272,70,71,1700000,3000,Italy,RM,26,Right
198601,70,70,1800000,14000,Mexico,RM,28,Right
198857,70,70,1400000,8000,Italy,RCB,28,Right
208585,70,75,2400000,12000,France,CAM,24,Left
214217,70,72,1700000,6000,Chile,CB,27,Right
222153,70,71,2100000,3000,Italy,LW,25,Right
176841,70,70,1800000,18000,England,LS,29,Left
182473,70,70,1300000,10000,China PR,LB,29,Left
217802,70,74,2300000,6000,Portugal,RM,24,Right
220362,70,73,2300000,1000,Zimbabwe,LW,24,Right
227274,70,78,2600000,6000,Argentina,LM,23,Right
200395,70,70,1400000,5000,Uruguay,RCB,29,Right
214987,70,70,1200000,6000,Argentina,LB,31,Left
227787,70,73,2200000,5000,Korea Republic,RCM,24,Right
190667,70,70,1900000,13000,Germany,LM,27,Right
219852,70,75,2000000,13000,Italy,RB,24,Right
231628,70,81,3100000,27000,Spain,RF,21,Right
209613,70,73,2200000,4000,Italy,RCM,26,Right
214733,70,70,1700000,17000,Argentina,RW,30,Right
228813,70,82,3100000,37000,Spain,CM,21,Right
229325,70,76,1800000,3000,Sweden,GK,21,Right
234957,70,70,1900000,7000,Brazil,ST,27,Right
184781,70,70,1100000,9000,Serbia,GK,30,Right
188621,70,70,1300000,5000,Netherlands,LB,30,Left
227790,70,76,2100000,6000,Korea Republic,RCB,24,Right
230350,70,70,1500000,9000,Brazil,LB,26,Left
239822,70,77,2100000,21000,Mexico,CB,22,Right
243662,70,74,1900000,5000,Brazil,RB,24,Right
208335,70,72,1800000,12000,Germany,RB,25,Right
212943,70,75,2400000,3000,Paraguay,ST,23,Left
213711,70,73,2200000,6000,Mexico,LCM,25,Right
215247,70,77,2500000,9000,Denmark,ST,22,Left
216015,70,70,725000,8000,Argentina,LCB,33,Left
164559,70,70,825000,4000,United States,ST,35,Right
181199,70,70,775000,1000,Czech Republic,RM,35,Right
181455,70,70,1300000,9000,France,LB,30,Left
204496,70,74,1900000,7000,Germany,RCB,25,Right
214480,70,70,1400000,3000,Colombia,RCB,29,Right
201681,70,70,1700000,1000,Colombia,RM,29,Right
140497,70,70,1100000,6000,Scotland,RCM,33,Left
214993,70,70,1000000,2000,Argentina,RCB,32,Right
224977,70,76,1800000,2000,Italy,GK,24,Right
227537,70,70,1900000,11000,Netherlands,ST,27,Right
200914,70,70,1300000,3000,Italy,RB,30,Right
209874,70,72,1500000,1000,South Africa,GK,28,Right
214226,70,78,2300000,3000,Colombia,CDM,24,Right
169938,70,70,1800000,5000,Portugal,ST,29,Right
238802,70,70,1900000,10000,Germany,CAM,26,Right
198611,70,70,1400000,5000,Serbia,ST,32,Right
135891,70,70,1000000,8000,Belgium,CDM,32,Right
123603,70,70,240000,2000,Argentina,LCB,38,Right
191443,70,70,240000,6000,Argentina,LCB,36,Right
212948,70,79,2100000,6000,Cameroon,GK,22,Right
222420,70,76,2400000,6000,England,RM,23,Right
229332,70,70,1900000,6000,Spain,LM,27,Right
206549,70,70,1000000,4000,United States,GK,32,Right
209109,70,72,0,0,Paraguay,GK,22,Right
189397,70,70,1400000,5000,Germany,CB,29,Right
220118,70,72,2200000,8000,Morocco,CAM,25,Left
193495,70,70,1700000,5000,Portugal,RCM,29,Right
152536,70,70,1500000,23000,England,CM,31,Left
219864,70,78,2300000,9000,Spain,CDM,22,Right
236505,70,75,2000000,3000,Portugal,CB,23,Right
238041,70,80,2200000,3000,Netherlands,LB,18,Left
204506,70,73,2300000,1000,Netherlands,ST,25,Left
230362,70,70,500000,13000,Brazil,RB,34,Right
39386,70,70,200000,3000,United States,LB,36,Left
239322,70,75,2000000,14000,Germany,RCB,25,Right
207835,70,76,2500000,7000,Brazil,RS,24,Right
212955,70,70,1900000,12000,Brazil,RM,27,Right
155355,70,70,1700000,11000,Korea Republic,CAM,29,Right
234203,70,79,2700000,7000,Netherlands,CM,20,Left
216284,70,73,1900000,10000,Germany,CB,25,Right
222428,70,80,2500000,6000,Argentina,RCB,21,Right
234972,70,71,2100000,7000,Senegal,ST,26,Right
237532,70,74,1900000,6000,Brazil,RB,25,Right
195036,70,70,1900000,17000,England,ST,27,Right
203741,70,73,1800000,4000,France,LB,26,Left
210653,70,75,2000000,11000,Mexico,LCB,26,Right
241629,70,85,3900000,32000,Brazil,LM,20,Left
177373,70,70,1300000,4000,Denmark,RCB,30,Right
195037,70,72,1700000,30000,England,CB,27,Right
208862,70,72,1800000,5000,France,RDM,26,Right
223966,70,70,1400000,7000,Portugal,LB,28,Left
232926,70,70,1600000,8000,Japan,LS,31,Right
200671,70,71,1700000,5000,Mexico,LDM,26,Right
200672,70,70,1400000,10000,China PR,LCB,29,Right
208096,70,73,2200000,10000,Germany,CAM,25,Right
220128,70,70,1800000,13000,Argentina,RS,29,Right
230368,70,70,1500000,14000,Brazil,RB,26,Right
206561,70,80,2200000,15000,England,GK,22,Left
228321,70,78,2200000,47000,Spain,RB,22,Right
239841,70,70,1400000,1000,Greece,CB,28,Right
200930,70,71,2100000,3000,Italy,CAM,26,Left
201698,70,70,0,0,Hungary,CDM,30,Right
219106,70,70,1200000,13000,Kuwait,LDM,31,Right
172258,70,70,725000,4000,Portugal,LDM,33,Right
239842,70,76,2500000,1000,Greece,ST,23,Right
193250,70,70,1300000,1000,Croatia,LB,29,Left
215267,70,73,2200000,10000,Argentina,ST,26,Right
225507,70,73,1900000,5000,Spain,LCM,25,Right
184035,70,70,1400000,5000,Colombia,LWB,28,Left
186595,70,70,1700000,24000,England,RM,29,Right
189923,70,70,975000,1000,Zimbabwe,LB,32,Left
209892,70,75,2400000,5000,Chile,LM,24,Right
153060,70,70,725000,5000,Argentina,LCB,33,Left
198117,70,70,1200000,3000,Italy,CB,31,Right
206565,70,74,2300000,27000,Scotland,CAM,25,Right
216549,70,76,2500000,25000,Norway,ST,22,Left
220901,70,77,1800000,14000,Spain,GK,22,Right
227557,70,78,2700000,8000,Colombia,ST,21,Right
241637,70,84,3600000,10000,France,CM,18,Right
227558,70,77,2500000,16000,France,ST,22,Right
229606,70,79,2700000,4000,Ivory Coast,CM,21,Right
229862,70,81,3000000,5000,Spain,RCM,21,Right
236518,70,81,3100000,12000,France,LM,20,Left
198631,70,70,1800000,7000,Spain,ST,28,Right
219879,70,70,1900000,8000,Argentina,RW,26,Left
163303,70,70,550000,10000,Republic of Ireland,CDM,34,Right
164839,70,70,550000,5000,United States,RCB,34,Right
198632,70,71,2100000,5000,Mexico,LM,26,Left
172520,70,70,1400000,8000,Denmark,RCB,29,Right
189928,70,70,1200000,3000,Italy,CB,31,Left
224489,70,80,2500000,7000,Turkey,CB,21,Right
153066,70,70,200000,6000,Argentina,LB,37,Left
235754,70,75,2000000,5000,Spain,LB,25,Left
236522,70,84,3700000,12000,Italy,CAM,18,Left
206571,70,73,2300000,6000,England,RM,24,Left
212459,70,76,2400000,3000,Italy,CM,23,Right
221675,70,70,1900000,2000,Colombia,RM,27,Left
226285,70,79,2100000,12000,Mexico,GK,22,Right
226797,70,70,1600000,12000,Argentina,LDM,30,Left
230382,70,70,1500000,11000,Brazil,LCB,26,Right
231150,70,74,2300000,4000,Cape Verde,CM,24,Right
169710,70,70,1400000,25000,Scotland,CDM,29,Right
235502,70,70,1900000,14000,Brazil,LM,27,Right
241390,70,83,3100000,15000,FYR Macedonia,LDM,18,Right
244206,70,84,3300000,9000,Argentina,CB,18,Right
211440,70,70,0,0,South Africa,ST,28,Left
214000,70,75,2400000,5000,Peru,CF,24,Right
221168,70,82,3200000,15000,Poland,ST,21,Right
229104,70,72,2100000,9000,Netherlands,CM,26,Left
233201,70,80,2500000,15000,Wales,LCB,20,Right
188657,70,74,1600000,7000,England,GK,27,Right
189425,70,70,1600000,6000,Brazil,RCM,30,Left
195313,70,71,1700000,5000,France,CB,27,Right
201714,70,70,0,0,Hungary,ST,31,Right
211954,70,75,2000000,12000,Germany,CB,25,Right
213490,70,80,2900000,17000,England,CAM,21,Right
226035,70,77,2500000,5000,United States,ST,23,Right
183283,70,70,1200000,8000,France,LCB,31,Left
224756,70,79,2800000,12000,France,RCM,21,Right
184820,70,70,1300000,6000,Brazil,LCB,30,Right
190196,70,71,1600000,16000,Senegal,RCB,28,Right
193780,70,70,1900000,1000,Bosnia Herzegovina,RM,26,Left
199413,70,70,1700000,12000,Germany,RDM,29,Right
214005,70,70,975000,3000,Colombia,RB,32,Right
208374,70,70,1800000,5000,United States,LS,28,Right
221430,70,75,2400000,6000,Serbia,ST,24,Right
156662,70,70,120000,5000,Argentina,CDM,39,Right
168950,70,70,1400000,11000,Tunisia,ST,32,Right
208375,70,75,1700000,15000,Germany,GK,24,Right
219127,70,80,2800000,7000,Chile,CM,21,Right
214776,70,73,2200000,7000,Argentina,RW,25,Right
238072,70,80,2500000,9000,Germany,CDM,21,Right
175608,70,70,0,0,Egypt,RB,33,Right
193528,70,70,1900000,7000,Guinea,ST,27,Left
142329,70,70,725000,11000,Greece,CB,33,Right
213497,70,74,2000000,3000,Sweden,RB,24,Right
235257,70,74,2000000,3000,Portugal,CB,23,Right
195065,70,71,2100000,7000,Belgium,CAM,26,Left
222970,70,71,2000000,7000,England,CAM,27,Left
223994,70,72,2200000,4000,Montenegro,ST,26,Right
225530,70,77,2500000,25000,Belgium,ST,22,Right
164858,70,70,1500000,13000,Finland,CM,31,Left
240122,70,73,1800000,7000,Brazil,CB,26,Left
192250,70,70,1400000,19000,Australia,LCB,28,Left
210171,70,73,2300000,7000,Serbia,RS,25,Right
237819,70,82,3100000,7000,Argentina,LCM,20,Right
181499,70,70,550000,4000,France,RDM,34,Right
203004,70,72,1500000,4000,Korea Republic,GK,26,Right
209660,70,71,1700000,6000,Chile,RB,25,Right
224508,70,71,2100000,47000,Italy,LW,26,Right
178684,70,70,1000000,6000,Portugal,CB,32,Right
186876,70,70,1400000,5000,Nigeria,RCB,29,Right
204030,70,74,1900000,1000,Greece,RB,24,Right
230398,70,70,1500000,13000,Brazil,CB,26,Right
231423,70,79,2800000,5000,Belgium,LM,21,Right
188671,70,70,1000000,5000,Spain,CM,33,Right
208384,69,74,1200000,5000,Comoros,CDM,24,Right
227840,69,70,950000,2000,Colombia,RCM,28,Left
235008,69,79,1700000,6000,Argentina,CAM,21,Right
236288,69,78,1600000,2000,Nigeria,RCM,21,Right
177152,69,69,650000,6000,Netherlands,GK,31,Right
182528,69,69,1100000,4000,South Africa,ST,27,Right
199169,69,70,1200000,19000,South Africa,RDM,27,Right
192001,69,74,1200000,4000,Mexico,RB,24,Right
193537,69,69,1000000,5000,Germany,RS,30,Right
208898,69,69,875000,4000,Poland,CDM,27,Right
214274,69,72,925000,2000,Colombia,GK,26,Right
215810,69,74,1400000,19000,Italy,LW,22,Right
229890,69,76,1200000,4000,Ghana,RB,23,Right
235522,69,78,1600000,44000,Spain,RDM,22,Right
233731,69,83,2200000,11000,Sweden,ST,18,Right
179971,69,69,1100000,9000,DR Congo,ST,28,Right
190979,69,74,1400000,4000,Norway,RCM,25,Left
192259,69,69,1000000,4000,Brazil,ST,30,Right
202756,69,69,0,0,Bulgaria,LCB,32,Right
216836,69,70,1200000,5000,Spain,CAM,26,Right
233476,69,83,2100000,8000,Paraguay,LB,20,Left
214533,69,71,1300000,1000,Colombia,CAM,26,Right
225285,69,70,1000000,8000,Turkey,CDM,27,Right
162053,69,69,600000,5000,England,RCB,32,Right
232709,69,77,1500000,6000,Argentina,RW,22,Left
176645,69,69,600000,3000,Czech Republic,GK,32,Right
185349,69,69,775000,22000,Belgium,RCB,30,Right
191237,69,69,775000,2000,Spain,RCM,30,Right
210182,69,69,875000,15000,Saudi Arabia,CB,27,Right
162054,69,69,525000,7000,England,GK,33,Right
240134,69,69,1000000,3000,Spain,LCM,29,Left
193030,69,69,600000,6000,Serbia,GK,32,Right
166919,69,69,775000,5000,Republic of Ireland,CB,30,Right
186887,69,69,1100000,5000,Netherlands,ST,29,Right
189447,69,69,1100000,5000,Poland,ST,28,Right
219912,69,69,1100000,1000,South Africa,CAM,27,Left
162056,69,69,550000,8000,Wales,RS,34,Right
199689,69,69,1100000,17000,Mexico,RM,27,Right
209417,69,76,1500000,2000,Poland,RCM,24,Right
211209,69,72,1100000,6000,Spain,LB,25,Left
155657,69,69,425000,4000,Poland,RCB,33,Right
224265,69,79,1500000,23000,England,RDM,21,Right
225289,69,77,1600000,6000,Argentina,ST,22,Right
233225,69,70,1000000,5000,Japan,LCB,26,Right
184585,69,69,675000,28000,Hungary,GK,30,Right
223755,69,74,1400000,6000,Germany,CAM,23,Right
162315,69,69,425000,4000,England,CB,33,Left
206604,69,71,1000000,3000,Chile,RCB,27,Right
236300,69,73,1400000,6000,Nigeria,RM,24,Left
183564,69,69,825000,3000,Netherlands,CB,29,Right
187916,69,69,750000,18000,Sweden,LB,30,Left
214029,69,74,1400000,2000,Colombia,ST,24,Right
223501,69,78,1400000,6000,Argentina,LB,22,Left
193293,69,69,650000,3000,Uruguay,CAM,33,Left
212238,69,76,1500000,11000,Kosovo,CM,23,Left
226062,69,69,0,0,Paraguay,LM,26,Left
233230,69,80,1600000,4000,Argentina,LB,20,Right
188430,69,69,750000,4000,Switzerland,RB,30,Right
213007,69,75,1400000,15000,Saudi Arabia,CAM,24,Left
194063,69,69,1100000,10000,Slovakia,CM,27,Right
194319,69,69,1100000,22000,England,ST,27,Left
202512,69,73,1100000,7000,Germany,LB,25,Left
232208,69,78,1600000,28000,Brazil,CM,21,Left
242704,69,73,1200000,3000,United States,CDM,22,Left
205073,69,69,875000,12000,Slovakia,RDM,27,Right
128529,69,69,600000,5000,Turkey,GK,32,Left
203026,69,70,1000000,8000,Germany,CB,27,Left
213010,69,69,875000,5000,Spain,RWB,27,Right
227602,69,74,1400000,6000,Argentina,CAM,25,Right
234002,69,69,925000,6000,Brazil,CDM,26,Right
235794,69,83,2300000,4000,England,CAM,20,Right
170514,69,69,575000,3000,Italy,RB,32,Right
45842,69,69,250000,2000,Sweden,RCB,35,Left
234515,69,74,1200000,7000,France,LB,24,Left
205588,69,71,1100000,9000,Germany,CB,26,Right
207892,69,70,1200000,4000,United States,LM,25,Left
208916,69,69,950000,18000,Saudi Arabia,ST,31,Right
215572,69,73,1100000,5000,Spain,LCB,25,Right
230164,69,69,425000,8000,Brazil,GK,34,Right
191252,69,69,825000,12000,Germany,LB,28,Left
196885,69,69,650000,8000,Bolivia,GK,31,Right
202517,69,70,1300000,24000,Greece,ST,26,Right
233493,69,77,1300000,17000,Mexico,LB,20,Right
169493,69,69,675000,14000,England,GK,30,Right
183573,69,69,700000,6000,Germany,LB,31,Left
